ID|Kategori|SoruMetni|SecenekA|SecenekB|SecenekC|SecenekD|DogruCevap
902|Z1|GTA Vice City'de ilk yapılacak anlaşmayı bozan kişi kimdir?|Sonny Forelli|Ricardo Diaz|Albay Cortez|Lance Vance|B
903|Z1|Call of Duty MW3'ün sonunda Makarov nasıl ölür?|Bıçaklanarak|Vurularak|Patlamayla|İple asılarak|D
904|Z1|Assassin's Creed 1'de ana düşmanımız kim çıkar?|Al Mualim|Robert de Sable|Malik|Kral Richard|A
905|Z1|God of War 3'ün sonunda Kratos, Zeus'u nasıl öldürür?|Yumruklayarak|Büyüyle|Kılıçla|Uçurumdan atarak|A
906|Z1|Resident Evil 2 Remake'te Bay X aslında nedir?|İnsan|Tyrant|Zombi|Robot|B
907|Z1|Silent Hill 1'de Harry Mason'ın aradığı kızı kimdir?|Alessa|Maria|Cheryl|Heather|C
908|Z1|Metal Gear Solid V'te yönettiğimiz Snake aslında kimdir?|Big Boss|Solid Snake|Liquid|Venom Snake|D
909|Z1|Batman Arkham City'de Joker neden ölür?|Düşer|Titan ilacının zehrinden|Batman öldürür|Vurulur|B
910|Z1|Far Cry 4'te Pagan Min aslında kimdir?|Düşman generali|Bir tüccar|Turist|Ajay'in üvey babası|D
911|Z1|The Witcher 2'de kralları öldüren Witcher kimdir?|Letho|Geralt|Vesemir|Lambert|A
912|Z1|Dragon Age: Origins'te Grey Warden'lar ne içer?|Darkspawn kanı|Zehir|Kutsal su|Şarap|A
913|Z1|Mass Effect 1'de Saren'in beynini yıkayan gemi?|Citadel|Normandy|Harbinger|Sovereign|D
914|Z1|Cyberpunk 2077'de Relic çipi neden bizi öldürüyor?|Johnny'nin bilinci yazılıyor|Patladığı için|Isındığı için|Zehirli olduğu için|A
915|Z1|Horizon Forbidden West'te dünyayı tehdit eden yeni yapay zeka?|Hades|Zero Dawn|Gaia|Nemesis|D
916|Z1|Uncharted 2'de aranan kayıp şehrin adı nedir?|Atlantis|Ubar|El Dorado|Shambhala|D
917|Z1|Rise of the Tomb Raider'da aranan nesne nedir?|Taç|Altın|Divine Source|Kılıç|C
918|Z1|BioShock 2'de yönettiğimiz karakter nedir?|Splicer|Little Sister|Big Daddy|İnsan|C
919|Z1|Dead Space 2'de Isaac'in gördüğü hayal kimdir?|Nicole|Annesi|Ellie|Kızı|A
920|Z1|Resident Evil 5'te Wesker dünyayı neyle yok edecekti?|Nükleer Bomba|T-Virüsü|Zombilerle|Uroboros Virüsü|D
921|Z1|Devil May Cry 3'te Lady'nin babası kimdir?|Arkham|Dante|Vergil|Sparda|A
922|Z1|Final Fantasy XV'te Noctis'in nişanlısı kimdir?|Cindy|Aranea|Iris|Lunafreya|D
923|Z1|Kingdom Hearts'ta Kairi'nin kalbi nerede saklıydı?|Riku'nun içinde|Sora'nın içinde|Kutuda|Adada|B
924|Z1|Persona 4'te cinayetleri işleyen gerçek katil?|Namatame|Dojima|Adachi|Mitsuo|C
925|Z1|Yakuza Kiwami'de Nishikiyama neden kötü olur?|Delirdiği için|Para hırsı|Kadın yüzünden|Aşağılık kompleksi ve kıskançlık|D
926|Z1|Shadow of Mordor'da Talion'un içindeki ruh kimdir?|Celebrimbor|Sauron|Isildur|Gandalf|A
927|Z1|Jedi: Fallen Order'da Trilla aslında kimdir?|Cadı|Sith Lordu|Robot|Eski bir Padawan|D
928|Z1|Kotor 2'de Kreia aslında kimdir?|Jedi Master|Prenses|Darth Traya|Sıradan yaşlı kadın|C
929|Z1|Hades'te Zagreus neden yüzeye çıkamaz?|Korkar|Babası izin vermez|Yol kapalıdır|Yeraltına bağlı olduğu için|D
930|Z1|Celeste'de dağın kalbi neyi temsil eder?|Öfkeyi|Zenginliği|Gücü|Kabullenmeyi|D
931|Z1|Hollow Knight'ta enfeksiyonun kaynağı nedir?|Kral|The Hollow Knight|Böcekler|Güneş Tanrısı|D
932|Z1|Undertale'de 'Genocide' sonunda kimle savaşırız?|Asgore|Toriel|Papyrus|Sans|D
933|Z1|Doki Doki Literature Club'da Sayori'ye ne olur?|İntihar eder|Öldürülür|Kaçar|Silinir|A
934|Z1|Little Nightmares 2'nin sonunda Mono kime dönüşür?|The Doctor|The Thin Man|The Hunter|Six|B
935|Z1|Inside'da kontrol ettiğimiz çocuğun amacı nedir?|Dünyayı kurtarmak|Ailesini bulmak|Bilinmiyor|Ölmek|C
936|Z1|Limbo'da her yer neden siyah beyazdır?|Kör olduğumuz için|Burası Araf olduğu için|Gece olduğu için|Tarz olsun diye|B
937|Z1|Soma'da Dünya'ya ne olmuştur?|Su basmıştır|Kuyruklu yıldız çarpmıştır|Savaş çıkmıştır|Virüs yayılmıştır|B
938|Z1|Outlast 2'de helikopter kazasından sonra kimi ararız?|Karımız Lynn'i|Polisi|Kızımızı|Çıkışı|A
939|Z1|Amnesia: Rebirth'te Tasi neye dönüşmekten korkar?|Taşa|Toza|Canavara|Hayalete|C
940|Z1|Layers of Fear'de ressam tabloyu neyle tamamlar?|Vücut parçalarıyla|Boya ile|Kan ile|Su ile|A
941|Z1|Resident Evil 3'te Nemesis'in amacı nedir?|S.T.A.R.S. üyelerini yok etmek|Virüsü yaymak|Jill'i kaçırmak|Şehri korumak|A
942|Z1|Silent Hill 4: The Room'da Henry nerede mahsur kalır?|Okulda|Evinde|Otelde|Hastanede|B
943|Z1|Fatal Frame serisinde hayaletleri neyle yeneriz?|Büyü|Kılıç|Tuz|Fotoğraf Makinesi|D
944|Z1|Alan Wake'te karanlık güç ne ister?|Hikayeyi gerçek kılmak|Alan'ı öldürmek|Alice'i kaçırmak|Işığı söndürmek|A
945|Z1|Control'de 'Hiss' nedir?|Virüs|Rezonans tabanlı bir varlık|Uzaylı|Hayalet|B
946|Z1|Deathloop'ta Colt ve Julianna'nın ilişkisi nedir?|Düşman|Sevgili|Kardeş|Baba ve Kız|D
947|Z1|Returnal'da White Shadow sinyali nedir?|Uzaylı mesajı|Kurtarma ekibi|Kendi geçmişi/Yanılsaması|Gemi|C
948|Z1|Twelve Minutes'ta saati kim saklamıştır?|Karısı|Kendisi|Polis|Tamirci|A
949|Z1|Heavy Rain'de Shaun Mars nerede tutulur?|Arabada|Evde|Su dolu bir kuyuda|Depoda|C
950|Z1|Beyond: Two Souls'da Aiden nedir?|Melek|Uzaylı|Şeytan|Jodie'nin ölü ikiz kardeşi|D
951|Z1|Detroit: Become Human'da Kara ne tür bir androiddir?|Ev hizmetçisi|Asker|İşçi|Dedektif|A
952|Z1|Until Dawn'da Psycho aslında kimdir?|Chris|Sam|Mike|Josh|D
953|Z1|The Quarry'de canavarlar aslında nedir?|Kurtadam|Uzaylı|Vampir|Zombi|A
954|Z1|Man of Medan'da hayaletlerin sebebi nedir?|Büyü|Halüsinojen gaz|Lanet|Gerçek hayalet|B
955|Z1|Life is Strange 2'de Daniel'ın gücü nedir?|Zamanı geri alma|Zihin okuma|Telekinezi|Uçma|C
956|Z1|Tell Me Why'da ikizlerin bağı nedir?|Aynı rüyayı görme|Telepatik iletişim|Işınlanma|Acıyı hissetme|B
957|Z1|Wolfenstein 2'de B.J.'in kafası neye takılır?|Robota|Süper Asker Bedenine|Köpeğe|Kendi bedenine|B
958|Z1|Doom Eternal'da Khan Maykr dünyayı neden işgal eder?|Zevk için|Toprak için|İntikam için|Argent Enerjisi için|D
959|Z1|Halo Reach'in sonunda Noble Six'e ne olur?|Savaşarak ölür|Emekli olur|Kaçar|Kazanır|A
960|Z1|Gears 5'te Kait Diaz kimin torunudur?|Anya'nın|Marcus Fenix'in|Hoffman'ın|Kraliçe Myrrah'ın|D
961|Z1|Titanfall 2'nin sonunda BT-7274 ne yapar?|Kapanır|Pilotu öldürür|Kaçar|Kendini feda eder|D
962|Z1|Spec Ops: The Line'da beyaz fosforla kimi vururuz?|Sivilleri|Hiç kimseyi|Kendi adamlarımızı|Düşmanları|A
963|Z1|Call of Duty Black Ops 1'de sayılar ne anlama gelir?|Bomba şifresi|Nova 6 gazının yeri|Kasa şifresi|Koordinat|B
964|Z1|Battlefield 1'in hikayesi neyi anlatır?|Farklı cephelerdeki asker hikayelerini|Uzayı|Geleceği|Tek bir kahramanı|A
965|Z1|Medal of Honor (2010) hangi savaşta geçer?|Afganistan|Vietnam|Irak|Kore|A
966|Z1|Crysis 2'de Prophet zırhı kime verir?|Psycho'ya|Nomad'e|Hargreave'e|Alcatraz'a|D
967|Z1|Far Cry Primal'da hangi dili konuşurlar?|İspanyolca|İngilizce|Latince|Wenja (Uydurma dil)|D
968|Z1|Assassin's Creed Valhalla'da Eivor kimin reenkarnasyonudur?|Odin|Thor|Tyr|Loki|A
969|Z1|God of War Ragnarok'ta Odin'in amacı nedir?|Dünyayı yok etmek|Maskedeki bilgiye ulaşmak|Kratos'u öldürmek|Asgard'ı korumak|B
970|Z1|Elden Ring'de Ranni'nin amacı nedir?|Yıldızlar Çağı'nı başlatmak|Elden Lord olmak|Dünyayı yakmak|Ölmek|A
971|Z1|Bloodborne'da 'Umbilical Cord' (Göbek Bağı) ne işe yarar?|Can doldurur|Gerçek sonu açar|Silah verir|Boss çağırır|B
972|Z1|Sekiro'da 'Shura' sonu ne anlama gelir?|Herkesin ölmesi|Barışın gelmesi|Sekiro'nun kana susamış bir iblise dönüşmesi|Kaçış|C
973|Z1|Dark Souls 3'te Fire Keeper'ın gözleri neyi görür?|Geleceği|Ruhları|Karanlık Çağı|Geçmişi|C
974|Z1|Demon's Souls'da The Old One nedir?|Bir kılıç|Ruhları yiyen kadim bir varlık|Bir kral|Bir ejderha|B
975|Z1|Nioh'da Edward Kelley neyi çalar?|Gemiyi|Parayı|Saoirse'yi|Kılıcı|C
976|Z1|Ghost of Tsushima'da Lord Shimura, Jin'den ne ister?|Ölmesini|Teslim olmasını|Kaçmasını|Onurlu bir samuray olmasını|D
977|Z1|Sifu'da ana karakter yaşlandıkça ne olur?|Yavaşlar|Güçlenir ama canı azalır|Zayıflar|Ölür|B
978|Z1|Katana Zero'da 'Chronos' ilacı ne işe yarar?|Ölümsüzlük|Zamanı yavaşlatma/Geleceği görme|Güç|Hız|B
979|Z1|Hotline Miami'de maskeli aramaları kim yaptırır?|Rus Mafyası|Polis|50 Blessings örgütü|Komşular|C
980|Z1|Ruiner oyununda 'Hacker' bize ne der?|Kill them all|Wake up|Get them puppy|Run|C
981|Z1|Cyberpunk 2077'de Jackie Welles öldükten sonra nereye gönderilebilir?|Çöpe|Annesine veya Viktor'a|Arasaka'ya|Mezarlığa|B
982|Z1|Deus Ex: Human Revolution'da sarı filtre neyi simgeler?|Güneşi|Rönesans'ı/Altın Çağı|Eskiliği|Kirliliği|B
983|Z1|System Shock 2'de SHODAN bize ne der?|Friend|Human|Insect|Enemy|C
984|Z1|Prey (2017)'de Typhon'lar neyden beslenir?|Etten|Bilinçten/Psişik enerjiden|Elektrikten|Sudan|B
985|Z1|Outer Wilds'da Nomai ırkı neyi arıyordu?|Eye of the Universe|Güneşi|Dünyayı|Savaş gemisini|A
986|Z1|Subnautica'da gezegeni karantinaya alan kimdir?|Mimarlar|Uzaylılar|Robotlar|İnsanlar|A
987|Z1|The Forest'ta uçağı düşüren alet nedir?|Büyü|Dikilitaş|Füze|Rüzgar|B
988|Z1|Raft'ta dünyanın sular altında kalma sebebi?|Küresel Isınma/Buzulların erimesi|Tsunami|Deprem|Savaş|A
989|Z1|Frostpunk'ta dünyayı ne yok etmiştir?|Sıcak|Buzul Çağı|Virüs|Savaş|B
990|Z1|This War of Mine neyi anlatır?|Kralları|Askerleri|Generalleri|Savaşta hayatta kalan sivilleri|D
991|Z1|Papers, Please'de hangi ülkenin sınırındayız?|Obristan|Kolechia|Impor|Arstotzka|D
992|Z1|Beholder oyununda mesleğimiz nedir?|Polis|Doktor|Apartman Yöneticisi/Casus|Asker|C
993|Z1|Orwell oyununda ne yaparız?|Yönetiriz|İnsanları gözetleriz|Kaçarız|Savaşırız|B
994|Z1|Her Story oyununda ne izleriz?|Dizi|Film|Polis sorgu kasetlerini|Haber|C
995|Z1|Stanley Parable'da bizi yönlendiren kimdir?|Düşman|Patron|Arkadaş|Anlatıcı|D
996|Z1|Gone Home'da eve dönünce kimi buluruz?|Aileyi|Hırsızı|Polisi|Kimseyi|D
997|Z1|Firewatch'un sonunda Delilah ile buluşur muyuz?|Evet, evleniriz|Evet, kaçarız|Bilinmiyor|Hayır, helikopterle gider|D
998|Z1|Oxenfree'de adadaki garipliklerin sebebi?|Uzaylılar|Deney|Rüya|Zaman döngüsü/Hayaletler|D
999|Z1|Night in the Woods'da Mae neyi bırakmıştır?|Üniversiteyi|Sevgilisini|Ailesini|İşi|A
1000|Z1|Undertale'de ismimiz aslında Frisk'tir. Başta yazdığımız isim kime aittir?|Bize|Krala|Köpeğe|Düşen ilk çocuğa (Chara)|D
1001|Z2|Unity oyun motoru hangi programlama dilini kullanır?|C++|Java|Python|C#|D
1002|Z2|Unreal Engine oyun motoru hangi programlama dilini kullanır?|HTML|C#|Java|C++|D
1003|Z2|Unreal Engine'in kod yazmadan oyun yapmayı sağlayan sistemi hangisidir?|Assets|Scripts|Prefabs|Blueprints|D
1004|Z2|Unity'de fizik kurallarını nesneye ekleyen bileşen hangisidir?|Light|Mesh|Rigidbody|Collider|C
1005|Z2|Oyun dünyasında karakterin içinden geçemediği katı sınıra ne denir?|Texture|Hitbox/Collider|Sprite|Shader|B
1006|Z2|Epic Games'in geliştirdiği oyun motoru hangisidir?|CryEngine|Godot|Unity|Unreal Engine|D
1007|Z2|Oyunlarda Bug ne anlama gelir?|Yazılım Hatası|Hile|Yeni Bölüm|Böcek|A
1008|Z2|Oyunun taslak aşamasındaki oynanabilir haline ne denir?|Prototype|Gold|Final|Master|A
1009|Z2|Bir nesnenin ekranda görünmesini sağlayan kaplamaya ne denir?|Code|Texture (Doku)|Audio|Script|B
1010|Z2|Oyunlarda Asset ne demektir?|Oyun Varlığı/Dosyası|Kod|Oyuncu|Hata|A
1011|Z2|Unity'de hazır nesne şablonlarına ne denir?|Copy|Prefab|Clone|Model|B
1012|Z2|İki boyutlu oyunlardaki görsel karakterlere ne denir?|Mesh|Terrain|Sprite|Cube|C
1013|Z2|Oyunun son kullanıcıya hazır hale getirilip paketlenmesine ne denir?|Render|Compile|Debug|Build Almak|D
1014|Z2|Yapay zekanın rotasını belirleyen sisteme ne denir?|Collider|Shader|NavMesh|Rigidbody|C
1015|Z2|Bir oyunu piyasaya sürmeden önceki son test aşamasına ne ad verilir?|Alpha|Gamma|Omega|Beta|D
1016|Z2|League of Legends efsanesi Faker'ın gerçek adı nedir?|Lee Sang-hyeok|Jeong Ji-hoon|Kim Hyuk-kyu|Park Jae-hyuk|A
1017|Z2|Counter-Strike tarihinde Olofboost olayı hangi haritada yaşanmıştır?|Dust 2|Inferno|Mirage|Overpass|D
1018|Z2|Dota 2'nin ilk The International turnuvasını kim kazandı?|Alliance|Natus Vincere (Na'Vi)|Liquid|OG|B
1019|Z2|Valorant'ın ilk Dünya Şampiyonu kimdir?|Sentinels|Fnatic|Acend|Gambit|C
1020|Z2|CS:GO'da 'Astralis Era' kaç Major zaferiyle bilinir?|4|1|5|2|A
1021|Z2|LoL 2011 ilk Dünya Şampiyonası'nı (Sezon 1) kim kazandı?|G2|TSM|Fnatic|T1|C
1022|Z2|Aurora'nın meşhur Türk oyuncusu XANTARES'in en belirgin özelliği nedir?|Keskin Nişancı|İnanılmaz Aim/Refleks|Takım Kaptanı|Taktik Dehası|B
1023|Z2|Street Fighter efsanesi Evo Moment #37'de ne olmuştur?|Elektrik kesilmesi|Hile yapılması|Daigo'nun tüm tekmeleri bloklaması|Kavga çıkması|C
1024|Z2|Rocket League oyununu geliştiren firma hangisidir?|Valve|Psyonix|Riot|EA|B
1025|Z2|s1mple'ın 2021'de Major kazandığı takım hangisidir?|Liquid|HellRaisers|Natus Vincere|FlipSid3|C
1026|Z2|LoL'de 'xPeke' denince akla gelen hareket nedir?|Baron Çalma|Ejder Çalma|Pentakill|Backdoor|D
1027|Z2|CS2'de Dragon Lore AWP skini hangi harita koleksiyonundandır?|Mirage|Nuke|Dust 2|Cobblestone|D
1028|Z2|God of War (2018) oyununda Kratos'un kullandığı buzlu baltanın adı nedir?|Kaos Bıçakları|Leviathan Baltası|Mjolnir|Olimpos Kılıcı|B
1029|Z2|Rainbow Six Siege'in en büyük turnuvasının adı nedir?|Worlds|Six Invitational|The International|The Major|B
1030|Z2|Valorant ajanı Cypher'ın ölen ailesinin adı nerede geçer?|Sara|Nora|Mira|Luna|B
1031|Z2|Dark Souls 1 DLC'sinin final boss'u kimdir?|Manus, Father of the Abyss|Gwyn|Kalameet|Artorias|A
1032|Z2|Bloodborne'da Lady Maria hangi silahı kullanır?|Chikage|Burial Blade|Rakuyo|Moonlight Sword|C
1033|Z2|The Witcher 3: Hearts of Stone'un ana kötüsü kimdir?|Imlerith|Olgierd|Eredin|Gaunter O'Dimm|D
1034|Z2|Skyrim lore'una göre ilk 'Dragonborn' kimdir?|St. Alessia|The Last Dragonborn|Miraak|Tiber Septim|C
1035|Z2|Mass Effect 3: Citadel DLC'sinde partiyi kim basar?|Shepard'ın Klonu|Cerberus|Geth|Reapers|A
1036|Z2|Fallout: New Vegas'ta Mr. House kaç yaşındadır?|58|143|189|261|D
1037|Z2|BioShock Infinite'de kafesteki notalar (C-A-G-E) neyi açar?|Silahı|Kasayı|Kapıyı|Songbird'ü kontrol eder|D
1038|Z2|Metal Gear Solid 3'te The End boss'u nasıl hileyle geçilir?|Oyun kapatılarak|Konsol saati ileri alınarak|Hile yazılarak|İnternet kablosu çekilerek|B
1039|Z2|Silent Hill 2'de 'In Water' sonu için ne yapılmalıdır?|Herkesi öldürmek|Canı az tutup bıçağa bakmak|Hiç hasar almamak|Hızlı bitirmek|B
1040|Z2|Resident Evil 1'deki nihai biyolojik silahın kodu?|Nemesis|Hunter|Tyrant T-002|Mr. X|C
1041|Z2|Half-Life 2: Episode Two'nun sonunda kim ölür?|Eli Vance|Gordon Freeman|Alyx Vance|Kleiner|A
1042|Z2|Portal 2'nin sonunda portalı nereye açarız?|Dünya'ya|Mars'a|Güneş'e|Ay'a|D
1043|Z2|The Last of Us Part 2'de Abby'nin babasının adı nedir?|Jerry|David|Isaac|Marlene|A
1044|Z2|Red Dead Redemption 2'de Dutch'ın atının adı nedir?|Boadicea|Baylock|The Count|Encore|C
1045|Z2|GTA V'te Trevor'ın annesinin adı nedir?|Tracey|Patricia|Mrs. Philips|Amanda|C
1046|Z2|God of War Ragnarok'ta Odin'in mızrağının adı nedir?|Draupnir|Leviathan|Mjolnir|Gungnir|D
1047|Z2|Cyberpunk 2077'de Alt Cunningham'a ne olmuştur?|Kaçmıştır|Tutuklanmıştır|Soulkiller ile dijitalleşmiştir|Öldürülmüştür|C
1048|Z2|Elden Ring'de Malenia'nın ikiz kardeşi kimdir?|Miquella|Ranni|Godwyn|Radahn|A
1049|Z2|Hades oyununda Chaos karakteri nerede bulunur?|Chaos Gate|Olympos|Asphodel|Tartarus|A
1050|Z2|Sekiro'da Demon of Hatred aslında kimdir?|The Sculptor|Isshin|Genichiro|Owl|A
1051|Z2|Assassin's Creed: Brotherhood'da Desmond kimi bıçaklar?|Shaun|Rebecca|Lucy Stillman|Vidic|C
1052|Z2|Batman: Arkham City'de Joker'in kanı kime bulaşmıştır?|Gordon'a|Robin'e|Catwoman'a|Batman ve Gotham halkına|D
1053|Z2|Bioshock 1'de Andrew Ryan'ı kim öldürür?|Jack|Little Sister|Atlas|Big Daddy|A
1054|Z2|Dead Space'de 'Marker' insanlara ne yapar?|Ölümsüzlük|Güç|Huzur|Halüsinasyon ve Delilik|D
1055|Z2|Dishonored'da 'The Outsider' nerede yaşar?|The Void|The Hell|The Abyss|The Sky|A
1056|Z2|Far Cry 5'in sonunda (Canon) ne olur?|Herkes kurtulur|Polis gelir|Nükleer bombalar patlar|Tarikat kaçar|C
1057|Z2|Final Fantasy X'te Sin'in içindeki asıl kişi kimdir?|Yuna|Jecht|Auron|Seymour|B
1058|Z2|Gears of War'da Locust'ların kraliçesi kimdir?|Sam|Kait|Anya|Myrrah|D
1059|Z2|Halo'da Flood'u kontrol eden ortak bilinç?|Keyes|Cortana|Gravemind|Arbiter|C
1060|Z2|Kingdom Hearts'ta 'Organization XIII'ün lideri?|Xemnas|Ansem|Xigbar|Xehanort|A
1061|Z2|League of Legends lore'unda Lucian'ın eşinin adı?|Vayne|Senna|Ashe|Kai'Sa|B
1062|Z2|Metal Gear Solid V'teki virüs neyi hedefler?|Belirli dilleri konuşanları|Kadınları|Çocukları|Askerleri|A
1063|Z2|NieR: Automata'da makineler neden duygulanır?|İnsan verilerine eriştikleri için|Bilinmiyor|Hata oluştuğu için|Programlandıkları için|A
1064|Z2|Outlast'ta Miles Upshur sonunda neye dönüşür?|Hastaya|Zombiye|Walrider'ın taşıyıcısına|Doktora|C
1065|Z2|Persona 5'te Akechi'nin Persona'sı (Gerçek) hangisidir?|Robin Hood|Zorro|Loki|Arsene|C
1066|Z2|Prey (2017) oyununun başındaki testte ne sorulur?|Tren ikilemi|Matematik|Coğrafya|Tarih|A
1067|Z2|Resident Evil 4'te Plaga parazitini kontrol eden tarikat?|Tricell|Umbrella|Los Illuminados|S.T.A.R.S.|C
1068|Z2|Shadow of the Colossus'ta atımız Agro'ya ne olur?|Kaçar|Ölür|Uçurumdan düşer|Deve dönüşür|C
1069|Z2|Silent Hill 3'te Douglas Cartland kimdir?|Polis|Özel Dedektif|Doktor|Katil|B
1070|Z2|Star Wars: KOTOR'da Bastila Shan hangi gücü kullanır?|Battle Meditation|Force Lightning|Force Heal|Force Choke|A
1071|Z2|The Evil Within'de Ruvik'in amacı nedir?|Dünyayı yönetmek|Kız kardeşini geri getirmek|Ölmek|Zengin olmak|B
1072|Z2|The Walking Dead Season 1'de Clementine'in ebeveynlerine ne olmuştur?|Hayattadır|Kaçmıştır|Zombi olmuştur|Ölmüştür|C
1073|Z2|Undertale'de 'W.D. Gaster' kimdir?|Eski Kraliyet Bilim İnsanı|Çiçek|Kral|İskelet|A
1074|Z2|Uncharted 4'te Henry Avery'nin hazinesi nerededir?|Libertalia|Iram|Shambhala|El Dorado|A
1075|Z2|Vampire: The Masquerade Bloodlines'da taksici kimdir?|Prens|Jack|Caine|Sheriff|C
1076|Z2|Warcraft lore'unda Arthas'ın atının adı?|Death|Gore|Shadow|Invincible|D
1077|Z2|Wolfenstein'da B.J. Blazkowicz'in babası onu ne yapmıştır?|Sevmiştir|Dövmemiştir|Evden atmıştır|Köpeğini öldürmeye zorlamıştır|D
1078|Z2|Xenoblade Chronicles'da Zanza kimdir?|Meynet|Shulk|Reyn|Bionis'in Ruhu|D
1079|Z2|Yakuza 0'da Makoto Makimura neden önemlidir?|Boş Arsa'nın sahibidir|Şarkıcıdır|Katildir|Polistir|A
1080|Z2|Zelda: Breath of the Wild'da Link kaç yıl uyumuştur?|1000 Yıl|50 Yıl|100 Yıl|10 Yıl|C
1081|Z2|Control'de The Board nasıl iletişim kurar?|Mektupla|Ters piramit ve garip seslerle|Radyoyla|Telefonla|B
1082|Z2|Death Stranding'de yağmura maruz kalınca ne olur?|Dondurur|Asit etkisi yapar|Zaman hızlanır/Yaşlandırır|Zehirlenir|C
1083|Z2|Detroit: Become Human'da Connor'ın modeli nedir?|RK800|MK200|AX400|T800|A
1084|Z2|Disco Elysium'da Harry'nin kravatı ne yapar?|Renk değiştirir|Uçar|Onunla konuşur|Onu boğar|C
1085|Z2|Doom Eternal'da 'Icon of Sin' ne kadar kalırsa ne olur?|Güçlenir|Zayıflar|Uçar|Ölür|A
1086|Z2|Fallout 4'te Paladin Danse aslında nedir?|İnsan|Mutant|Ghoul|Synth|D
1087|Z2|Final Fantasy VII Remake'te Whispers neyi korur?|Sephiroth'u|Aerith'i|Şehri|Kaderin akışını|D
1088|Z2|Ghost of Tsushima'da Jin'in babası nasıl ölmüştür?|Gözü önünde öldürülmüştür|Yaşlılıktan|Savaşta|Hastalıktan|A
1089|Z2|God of War (2018)'de Kratos'un karısı Faye aslında kimdir?|Bir Tanrı|Bir İnsan|Bir Dev|Bir Cadı|C
1090|Z2|Hades'te Skelly'nin bizden isteği nedir?|Onu Stygius kılıcıyla öldürmemiz|Ona yemek vermemiz|Ona para vermemiz|Onu kurtarmamız|A
1091|Z2|Halo Reach'te Noble Team'den kaç kişi hayatta kalır?|Hepsi|Yarısı|Sadece Noble Six|Hiçbiri|D
1092|Z2|Hollow Knight'ta Pale King sarayını nereye saklamıştır?|Yeraltına|Rüyalar Alemine|Suya|Gökyüzüne|B
1093|Z2|Horizon Zero Dawn'da Aloy kimin klonudur?|Ted Faro|Elisabet Sobeck|Gaia|Hades|B
1094|Z2|Inside'ın gizli sonunu açmak için ne yapılır?|Hiç ölmemek|Oyunu bitirmek|Beklemek|Tüm küreleri bulup fişi çekmek|D
1095|Z2|Katana Zero'da psikiyatrist aslında kimdir?|Düşman|Doktor|Hükümet ajanı/Proje yöneticisi|Babanız|C
1096|Z2|League of Legends'ta 'Baron Nashor' kesildiğinde takıma ne verir?|Sadece Altın|Buff ve Altın|Sadece Tecrübe Puanı|Rakip takımın yerini görme|B
1097|Z2|Marvel's Spider-Man'de Harry Osborn nerede saklanmaktadır?|Yeşil bir sıvının içinde|Avrupa'da|Hastanede|Okulda|A
1098|Z2|BioShock oyununda 'Tanrı yok, krallar yok, sadece insan' sözüyle bilinen ve Rapture şehrini kuran karakter kimdir?|Frank Fontaine|Andrew Ryan|Zachary Comstock|Booker DeWitt|B
1099|Z2|Nier Replicant'ta Emil neye dönüşür?|Robota|İskelet kafalı bir silaha|Taşa|Kuşa|B
1100|Z2|Outer Wilds'ta evrenin sonunu getiren şey nedir?|Güneş patlaması|Savaş|Uzaylılar|Doğal ölüm (Entropi)|D
1101|Z2|Unity'de her frame'de çalışan fonksiyon hangisidir?|FixedUpdate()|Update()|Start()|Awake()|B
1102|Z2|Oyunlarda FPS düşerse ne olur?|Oyun hızlanır|Ses artar|Görüntü netleşir|Oyun kasar/yavaşlar|D
1103|Z2|Unity'de nesnelerin hiyerarşik düzeninin olduğu pencere?|Project|Inspector|Console|Hierarchy|D
1104|Z2|Unreal Engine'de ışık hesaplamalarını sabitlemeye ne denir?|Shading|Tracing|Light Baking|Rendering|C
1105|Z2|Oyun motorunda gökyüzünü oluşturan materyale ne denir?|Skybox|Cloud|Sun|Blue|A
1106|Z2|Unity'de UI elemanlarının bulunduğu ana çatı hangisidir?|Panel|Image|Camera|Canvas|D
1107|Z2|Kodlamada if / else yapısı ne işe yarar?|Döngü kurar|Koşul belirtir|Oyun bitirir|Değişken tanımlar|B
1108|Z2|Oyunlarda Collision ne demektir?|Düşme|Kayma|Çarpışma|Patlama|C
1109|Z2|Bir değişkenin değerini 'True' veya 'False' yapan veri tipi?|Float|String|Int|Bool|D
1110|Z2|Oyunlarda NPC'lerin yol bulmasını sağlayan sistem?|Physics|NavMesh|Collider|Rigidbody|B
1111|Z2|C# dilinde tam sayıları tutan değişken türü hangisidir?|Char|Float|String|Int|D
1112|Z2|C# dilinde yazıları tutan değişken türü hangisidir?|Double|Int|String|Bool|C
1113|Z2|Unity'de bir nesneyi yok eden komut nedir?|Kill()|Delete()|Destroy()|Remove()|C
1114|Z2|Oyunun 'Client' ve 'Server' arasında gecikmesine ne denir?|Glitch|Bug|Lag/Ping|FPS|C
1115|Z2|Mobil oyunlarda ekrana dokunma işlemine ne denir?|Press|Touch/Tap|Hit|Click|B
1116|Z2|CS:GO'da 'Jumping AWP' vuruşuyla grafiti kazanan oyuncu hangisidir?|s1mple|Fallen|coldzera|KennyS|C
1117|Z2|League of Legends'ta 3 kez Dünya Şampiyonu olan tek takım?|SSG|Fnatic|G2|SKT T1 (T1)|D
